epoch,loss,step,training_run
0,0.33707916736602783,522,274
0,3.0268895626068115,523,274
0,0.3750694692134857,524,274
0,0.6042701005935669,525,275
0,2.1225693225860596,526,275
0,0.732713520526886,527,275
0,0.3058429956436157,528,276
0,2.9710822105407715,529,276
0,0.34075048565864563,530,276
0,0.5386546850204468,531,277
0,3.528165578842163,532,277
0,0.43702101707458496,533,277
0,1.4576773643493652,534,278
0,2.519137144088745,535,278
0,1.0576444864273071,536,278
0,0.2834688127040863,537,279
0,2.2970502376556396,538,279
0,1.3116687536239624,539,279
0,0.8963243961334229,540,280
0,3.433570146560669,541,280
0,1.026757836341858,542,280
0,0.5729121565818787,543,281
0,4.734409809112549,544,281
0,1.0456445217132568,545,281
0,0.7459269762039185,546,282
0,4.314905166625977,547,282
0,0.5374648571014404,548,282
0,0.6693161725997925,549,283
0,3.8125455379486084,550,283
0,0.7292836308479309,551,283
0,0.6697532534599304,552,284
0,4.12987756729126,553,284
0,0.6078542470932007,554,284
0,0.6572105288505554,555,285
0,4.326981067657471,556,285
0,0.5500664710998535,557,285
0,0.9932242035865784,558,286
0,3.096937894821167,559,286
0,1.1875386238098145,560,286
0,0.3037246763706207,561,287
0,5.383466720581055,562,287
0,0.6500537395477295,563,287
0,1.3570102453231812,564,288
0,2.655487298965454,565,288
0,1.2156705856323242,566,288
0,0.22359058260917664,567,289
0,5.837779521942139,568,289
0,0.5447901487350464,569,289
0,1.6961461305618286,570,290
0,2.2871944904327393,571,290
0,1.5850986242294312,572,290
0,0.1418791562318802,573,291
0,2.985680341720581,574,291
0,0.35027480125427246,575,291
0,0.9946348667144775,576,292
0,1.3227611780166626,577,292
0,1.0390511751174927,578,292
0,0.27385449409484863,579,293
0,2.557450294494629,580,293
0,0.5519646406173706,581,293
0,0.816011905670166,582,294
0,2.0229086875915527,583,294
0,0.6600397825241089,584,294
0,0.21983426809310913,585,295
0,2.211148738861084,586,295
0,0.4833167493343353,587,295
0,0.4333340525627136,588,296
0,2.1292977333068848,589,296
0,0.5549280047416687,590,296
0,0.4549068510532379,591,297
0,2.4652156829833984,592,297
0,0.43008843064308167,593,297
0,0.3965381681919098,594,298
0,2.5396595001220703,595,298
0,0.7206513285636902,596,298
0,0.4069055914878845,597,299
0,4.156554698944092,598,299
0,0.3335632085800171,599,299
0,1.356805443763733,600,300
0,2.8973617553710938,601,300
0,1.0594731569290161,602,300
0,0.1231297180056572,603,300
0,1.0373059511184692,604,301
0,2.6018917560577393,605,301
0,0.749479353427887,606,301
0,0.044521305710077286,607,301
0,1.936548113822937,608,302
0,1.9382314682006836,609,302
0,1.5391005277633667,610,302
0,1.1799789667129517,611,302
0,1.3230233192443848,612,303
0,2.7799932956695557,613,303
0,1.1704657077789307,614,303
0,0.023484518751502037,615,303
0,2.0488977432250977,616,304
0,2.2893459796905518,617,304
0,1.3660565614700317,618,304
0,0.293820321559906,619,304
0,0.8252813220024109,620,305
0,3.8550479412078857,621,305
0,1.0797572135925293,622,305
0,0.5559003949165344,623,305
0,2.669485569000244,624,306
0,1.7291947603225708,625,306
0,1.7692761421203613,626,306
0,1.1181634664535522,627,306
0,0.5692108869552612,628,307
0,2.412959337234497,629,307
0,0.6500390768051147,630,307
0,0.32858073711395264,631,307
0,1.9961410760879517,632,308
0,0.8442739844322205,633,308
0,1.806837558746338,634,308
0,0.16720318794250488,635,308
0,0.6596769690513611,636,309
0,2.619844913482666,637,309
0,0.7821307182312012,638,309
0,1.6068862676620483,639,309
0,1.1869343519210815,640,310
0,2.8062539100646973,641,310
0,1.1221585273742676,642,310
0,0.5566842555999756,643,310
0,1.0339035987854004,644,311
0,3.212021589279175,645,311
0,1.0864983797073364,646,311
0,0.37328407168388367,647,311
0,1.5407803058624268,648,312
0,1.9275298118591309,649,312
0,1.5690276622772217,650,312
0,0.2810872197151184,651,312
0,1.5994811058044434,652,313
0,2.549165725708008,653,313
0,1.3107304573059082,654,313
0,0.1235191822052002,655,313
0,1.1745389699935913,656,314
0,3.0039544105529785,657,314
0,1.0947704315185547,658,314
0,0.30528175830841064,659,314
0,1.7060052156448364,660,315
0,2.70359468460083,661,315
0,1.3968740701675415,662,315
0,0.17712867259979248,663,315
0,1.1626129150390625,664,316
0,3.205503225326538,665,316
0,1.3946783542633057,666,316
0,0.3127129375934601,667,316
0,2.307485580444336,668,317
0,2.3543388843536377,669,317
0,1.6259797811508179,670,317
0,0.38731661438941956,671,317
0,0.5463706254959106,672,318
0,2.388232946395874,673,318
0,0.45956265926361084,674,318
0,0.9190373420715332,675,318
0,1.20460045337677,676,319
0,1.2385339736938477,677,319
0,1.4193955659866333,678,319
0,1.2956823110580444,679,319
0,0.1700715273618698,680,320
0,3.834726572036743,681,320
0,0.30533555150032043,682,320
0,1.1967939138412476,683,320
0,2.2327072620391846,684,321
0,0.731609582901001,685,321
0,1.5668455362319946,686,321
0,1.1722369194030762,687,321
0,0.5265192985534668,688,322
0,2.5356764793395996,689,322
0,1.831410527229309,690,322
0,0.7572555541992188,691,322
0,0.6664035320281982,692,323
0,2.574147939682007,693,323
0,0.5718549489974976,694,323
0,0.23687689006328583,695,323
0,1.09699285030365,696,324
0,1.4978718757629395,697,324
0,1.2871421575546265,698,324
0,0.4754490256309509,699,324
0,0.35417065024375916,700,325
0,4.728925704956055,701,325
0,0.5182396173477173,702,325
0,1.4325674772262573,703,325
0,3.0071463584899902,704,326
0,1.4314606189727783,705,326
0,2.3209991455078125,706,326
0,0.75832599401474,707,326
0,0.3495171070098877,708,327
0,2.680084228515625,709,327
0,0.6874257922172546,710,327
0,1.1638792753219604,711,327
0,1.110827922821045,712,328
0,1.0517467260360718,713,328
0,1.2211623191833496,714,328
0,0.4761349856853485,715,328
0,0.5189759731292725,716,329
0,2.643198013305664,717,329
0,1.0778329372406006,718,329
0,0.727545440196991,719,329
0,2.66351318359375,720,330
0,1.6148184537887573,721,330
0,2.1744344234466553,722,330
0,0.7316339015960693,723,330
0,1.1168442964553833,724,331
0,1.0692874193191528,725,331
0,0.9847856163978577,726,331
0,0.5278713703155518,727,331
0,0.35280436277389526,728,332
0,3.061087131500244,729,332
0,0.4381508529186249,730,332
0,0.5099189281463623,731,332
0,1.694753885269165,732,333
0,0.9414430260658264,733,333
0,1.0381803512573242,734,333
0,0.8808125853538513,735,333
0,0.2903522849082947,736,334
0,1.8853466510772705,737,334
0,0.7763339877128601,738,334
0,0.5590963363647461,739,334
0,0.8041662573814392,740,335
0,1.9264007806777954,741,335
0,0.5038201212882996,742,335
0,0.36140477657318115,743,335
0,1.0879510641098022,744,336
0,2.0465221405029297,745,336
0,1.072921872138977,746,336
0,0.433217853307724,747,336
0,0.9097754955291748,748,337
0,2.3930234909057617,749,337
0,0.7538939118385315,750,337
0,0.4496764540672302,751,337
0,1.274460792541504,752,338
0,1.7260773181915283,753,338
0,1.3206254243850708,754,338
0,0.5567572116851807,755,338
0,1.0933438539505005,756,339
0,0.5788334012031555,757,339
0,2.163936138153076,758,339
0,0.690880298614502,759,339
0,0.7098554968833923,760,340
0,3.4114434719085693,761,340
0,0.5067199468612671,762,340
0,0.7988593578338623,763,340
0,2.2553791999816895,764,341
0,2.1387758255004883,765,341
0,1.5470983982086182,766,341
0,0.5048407316207886,767,341
0,0.9698514342308044,768,342
0,1.203141689300537,769,342
0,1.7910771369934082,770,342
0,0.17220768332481384,771,342
0,0.8980789184570312,772,343
0,3.6920485496520996,773,343
0,0.6834681034088135,774,343
0,0.3835194408893585,775,343
0,1.741798996925354,776,344
0,1.9750490188598633,777,344
0,1.413425326347351,778,344
0,0.21901962161064148,779,344
0,0.8628136515617371,780,345
0,3.4596364498138428,781,345
0,0.5145559906959534,782,345
0,0.8622974157333374,783,345
0,1.6053717136383057,784,346
0,1.3616501092910767,785,346
0,1.3182412385940552,786,346
0,0.6396504640579224,787,346
0,1.248460292816162,788,347
0,3.1232128143310547,789,347
0,1.1949453353881836,790,347
0,0.5395358204841614,791,347
0,1.4633147716522217,792,348
0,2.085296869277954,793,348
0,1.5540778636932373,794,348
0,0.36931803822517395,795,348
0,0.8116987347602844,796,349
0,2.996575117111206,797,349
0,0.67754727602005,798,349
0,0.5165294408798218,799,349
0,1.7586452960968018,800,350
0,2.0923898220062256,801,350
0,1.648897647857666,802,350
0,0.26909705996513367,803,350
0,0.871813952922821,804,351
0,1.9363961219787598,805,351
0,0.9320226907730103,806,351
0,0.30529916286468506,807,351
0,0.6703894138336182,808,352
0,1.7486484050750732,809,352
0,0.645524799823761,810,352
0,0.6411073803901672,811,352
0,0.6585251092910767,812,353
0,2.4566619396209717,813,353
0,0.6430892944335938,814,353
0,0.24504463374614716,815,353
0,1.3579521179199219,816,354
0,1.3167505264282227,817,354
0,1.3484448194503784,818,354
0,0.36427929997444153,819,354
0,0.5754091143608093,820,355
0,3.917156934738159,821,355
0,0.49921607971191406,822,355
0,0.5940165519714355,823,355
0,1.695947527885437,824,356
0,1.412825107574463,825,356
0,1.6075146198272705,826,356
0,0.28265610337257385,827,356
0,0.6750938892364502,828,357
0,3.8297629356384277,829,357
0,0.5278878808021545,830,357
0,0.540559709072113,831,357
0,1.709714412689209,832,358
0,1.6639844179153442,833,358
0,1.0491905212402344,834,358
0,0.17596887052059174,835,358
0,0.7968272566795349,836,359
0,3.147775888442993,837,359
0,0.8425604104995728,838,359
0,0.4086882472038269,839,359
0,1.6774871349334717,840,360
0,2.007317543029785,841,360
0,1.1957107782363892,842,360
0,0.22723188996315002,843,360
0,0.7560100555419922,844,361
0,2.9713404178619385,845,361
0,0.8529994487762451,846,361
0,0.46630653738975525,847,361
0,1.8138586282730103,848,362
0,1.9686654806137085,849,362
0,1.354507565498352,850,362
0,0.8475487232208252,851,362
0,0.9361661672592163,852,363
0,1.0895410776138306,853,363
0,0.8518905639648438,854,363
0,0.6024919152259827,855,363
0,0.682387113571167,856,364
0,1.9294326305389404,857,364
0,0.40356945991516113,858,364
0,0.8578338623046875,859,364
0,0.9082117676734924,860,365
0,1.7085009813308716,861,365
0,1.4723690748214722,862,365
0,0.3251830041408539,863,365
0,0.4114014804363251,864,366
0,4.1107306480407715,865,366
0,0.4241600036621094,866,366
0,0.9084653258323669,867,366
0,2.0357134342193604,868,367
0,1.4351102113723755,869,367
0,1.4794868230819702,870,367
0,0.5271952152252197,871,367
0,0.47993507981300354,872,368
0,2.018829584121704,873,368
0,0.523766279220581,874,368
0,0.5645020604133606,875,368
0,1.1170601844787598,876,369
0,0.9185585975646973,877,369
0,0.9863340854644775,878,369
0,0.4988422393798828,879,369
0,0.24413004517555237,880,370
0,2.8886559009552,881,370
0,0.5899925231933594,882,370
0,0.9946946501731873,883,370
0,1.1189756393432617,884,371
0,2.3863065242767334,885,371
0,1.2718905210494995,886,371
0,0.5635077357292175,887,371
0,0.9414806365966797,888,372
0,1.6961158514022827,889,372
0,0.5442339181900024,890,372
0,0.4047032594680786,891,372
0,0.567430317401886,892,373
0,2.2996582984924316,893,373
0,0.6703370809555054,894,373
0,0.40438413619995117,895,373
0,0.9827517867088318,896,374
0,1.473406195640564,897,374
0,1.0683183670043945,898,374
0,0.6061801314353943,899,374
0,0.5285696983337402,900,375
0,2.8983659744262695,901,375
0,0.3679744005203247,902,375
0,0.40588685870170593,903,375
0,1.3111512660980225,904,376
0,0.9804480075836182,905,376
0,1.7556719779968262,906,376
0,0.5103819966316223,907,376
0,0.33986347913742065,908,377
0,4.003320693969727,909,377
0,0.4637313187122345,910,377
0,0.8886473178863525,911,377
0,2.3507776260375977,912,378
0,1.150993824005127,913,378
0,1.6391788721084595,914,378
0,0.5323987007141113,915,378
0,0.6619297862052917,916,379
0,1.8073937892913818,917,379
0,0.559199333190918,918,379
0,0.274053156375885,919,379
0,0.9047053456306458,920,380
0,1.1951181888580322,921,380
0,1.2122416496276855,922,380
0,0.2338993102312088,923,380
0,0.6850799322128296,924,381
0,2.0901741981506348,925,381
0,1.117843508720398,926,381
0,0.4697778820991516,927,381
0,0.7177998423576355,928,382
0,1.7652264833450317,929,382
0,0.8246814608573914,930,382
0,0.571467399597168,931,382
0,0.6703845858573914,932,383
0,1.7902579307556152,933,383
0,0.6390796899795532,934,383
0,0.28172871470451355,935,383
0,0.7734100222587585,936,384
0,1.5549660921096802,937,384
0,0.7150610089302063,938,384
0,0.15847107768058777,939,384
0,0.4532165825366974,940,385
0,1.7104582786560059,941,385
0,0.4936813712120056,942,385
0,0.3903631567955017,943,385
0,0.8329328894615173,944,386
0,1.1221933364868164,945,386
0,1.0943725109100342,946,386
0,0.28204524517059326,947,386
0,0.4926944375038147,948,387
0,1.865979790687561,949,387
0,1.0285933017730713,950,387
0,0.31022241711616516,951,387
0,0.7661291360855103,952,388
0,1.3090876340866089,953,388
